sample_id,morphology_v3,k5,k6,k7,k8,k9
76ab254f4da31a,稳定缓升型,3,4,4,5,2
76b2e5a7448d80,渐进上升型,4,1,3,6,5
76b380aa50b4cd,后期加速上升型,3,4,4,3,9
76c5ce2f1d3ba3,降压主导型,1,3,2,7,4
76cf7c7b056f4c,后期加速上升型,3,4,4,5,7
76d087f24f007c,快速稳定型,4,1,3,6,6
7711c19a483e60,后期加速上升型,3,4,4,3,9
772fee93fd271e,后期加速上升型,3,4,4,3,9
7746573a40752b,涨幅微弱型,5,2,7,2,1
7760ac967cca6a,渐进上升型,4,1,3,6,5
7786aa958bd98c,涨幅微弱型,5,2,7,2,1
778d26d38eb7f0,先降后升型,5,2,4,5,7
7797783699bfd3,渐进上升型,3,1,6,3,9
779a8a6961ff35,后期加速上升型,4,5,5,4,8
77b898a65eaf38,涨幅微弱型,5,2,7,2,1
77bdfa38524e20,后期加速上升型,3,4,4,3,9
77e3a7985632ef,涨幅微弱型,5,2,7,2,1
78265a68e51851,后期加速上升型,2,6,1,8,3
782926af4f2509,降压主导型,1,3,2,7,4
7843980d032151,渐进上升型,4,1,6,1,6
784fb37d9f1b27,稳定缓升型,2,6,1,8,3
7878ba1f447136,后期加速上升型,3,4,4,5,7
788666e7af8bb6,先降后升型,5,2,7,5,7
78c564849b4f80,快速稳定型,2,6,1,8,3
78d64985511a7a,稳定缓升型,3,4,4,3,9
78ddc34a226e79,后期加速上升型,3,4,4,5,7
7903c04a9efcc2,稳定缓升型,4,1,6,3,9
7946ec8b3c1f38,先降后升型,5,2,7,5,7
7969a7d98ebf71,后期加速上升型,3,4,4,3,9
796d955fdeeb9a,降压主导型,1,3,2,7,4
79f8bd66f42856,快速稳定型,2,6,6,1,6
79fa0dba5a19f3,稳定缓升型,2,6,6,1,6
7a3978017eef0a,稳定缓升型,2,6,6,1,6
7a7a1fa163fd1c,降压主导型,1,3,2,7,4
7a829fb38e3b13,渐进上升型,3,4,4,5,7
7a9f22b719b3a0,渐进上升型,3,4,4,3,9
7aa137d4f124bf,复杂波动或待判型,3,4,4,5,7
7aac3c64055a4a,渐进上升型,4,1,6,3,9
7ad474df197976,后期加速上升型,4,5,5,4,8
7b0299b99dd527,后期加速上升型,3,4,4,5,7
7b09b6158a5223,稳定缓升型,4,1,6,1,9
7b11bf8bda451e,涨幅微弱型,5,2,7,2,1
7b258de359e951,后期加速上升型,3,4,4,3,9
7b6a3e305a37b8,涨幅微弱型,5,2,7,2,1
7b8ea635ff54cb,后期加速上升型,4,5,5,4,8
7b990c9b90087f,后期加速上升型,3,5,5,3,9
7bb888c92457c1,冲高回落型,2,6,1,8,3
7bb91394437a02,后期加速上升型,4,5,5,4,8
7bbceac59d5d63,冲高回落型,1,3,2,7,4
7bc37b23a20544,涨幅微弱型,5,2,7,2,1
7bdd9409ec0bd0,渐进上升型,3,4,4,5,7
7c01dbb2fad912,涨幅微弱型,5,2,7,2,1
7c17e775df5aea,涨幅微弱型,5,2,7,2,1
7c1f6e17952bea,渐进上升型,4,1,6,1,6
7c22e4b3f9228f,快速稳定型,2,6,1,8,3
7c28349c7a1b57,后期加速上升型,3,4,4,3,9
7c36fb631968ab,后期加速上升型,4,5,5,4,8
7c4f19fb73434c,后期加速上升型,3,4,4,3,9
7c5b428e4672aa,渐进上升型,3,4,4,3,9
7c64d087b88478,后期加速上升型,3,4,4,3,9
7c6989ab1ad369,复杂波动或待判型,5,4,4,5,2
7cb0a1a7bd752d,涨幅微弱型,5,2,7,2,1
7cdd37ba33db3c,稳定缓升型,3,4,4,3,9
7d1be19a0d26b8,稳定缓升型,5,2,7,2,2
7d2024ad4a1354,涨幅微弱型,5,2,7,2,1
7d4efc2da90b83,涨幅微弱型,5,2,7,2,1
7d584c60f496f3,涨幅微弱型,5,2,7,2,1
7da057dc2faedb,涨幅微弱型,5,2,7,2,1
7db8f5de343fbe,涨幅微弱型,5,2,7,2,1
7dc0c2dce9d1d9,复杂波动或待判型,5,2,7,5,7
7deae4154926ad,先降后升型,3,4,4,5,7
7e03d41670dddb,涨幅微弱型,5,2,7,2,1
7e0822a63c888a,后期加速上升型,3,4,4,3,9
7e161205c550b8,复杂波动或待判型,2,6,1,8,3
7e1bc3fc8c4767,涨幅微弱型,5,2,7,2,1
7e39fb42e4c231,先降后升型,4,5,5,4,8
7e4f1dfa8395fe,后期加速上升型,4,5,5,4,8
7e75e7aaa2d728,稳定缓升型,3,4,4,3,9
7e96227f85eb48,渐进上升型,4,1,3,6,5
7ea8243c73d68e,稳定缓升型,3,4,4,3,9
7eaa9476134b15,后期加速上升型,3,4,4,5,7
7eac2ac3d5b8a7,渐进上升型,5,4,4,3,2
7ec85cb3daa0b9,后期加速上升型,4,5,5,4,8
7eff10a4311c05,快速稳定型,2,6,1,8,3
7f00b01e5f15f1,涨幅微弱型,5,2,7,2,2
7f029a69033299,涨幅微弱型,5,2,7,2,1
7f1d634a6aa887,渐进上升型,4,1,3,6,5
7f265a41ef93e8,涨幅微弱型,5,2,7,2,1
7f2d1ad693c70b,稳定缓升型,4,1,3,6,5
7f670e604e13b1,稳定缓升型,4,1,3,6,5
7f693ddf88e36f,快速稳定型,2,6,1,8,3
7f77107acaf8d2,稳定缓升型,3,4,4,3,9
7f8065b88b5320,降压主导型,1,3,2,7,4
7f941e02588ffa,渐进上升型,4,1,3,6,5
7fa42e3c9bea2e,渐进上升型,4,1,6,1,6
7fb609e1b1ff03,涨幅微弱型,5,2,7,2,1
7fbd96369b0627,涨幅微弱型,5,2,7,2,1
7fbeb55739b514,涨幅微弱型,5,2,7,2,1
7ff9ca32cde1f0,渐进上升型,4,1,6,1,6
8003c9f1dc8011,后期加速上升型,3,5,5,4,9
800ae859c6ca51,稳定缓升型,4,1,6,1,6
80208aabc47222,涨幅微弱型,5,2,7,2,1
802a824f67ea36,冲高回落型,5,2,7,2,2
80361dcb6859d9,稳定缓升型,3,4,4,3,9
80634da2b01ed5,稳定缓升型,2,6,6,1,6
808ce12c91f412,稳定缓升型,4,5,5,4,9
80b127bab9ca1d,涨幅微弱型,1,3,2,7,4
80b43518e55f33,快速稳定型,2,6,6,1,6
80c0cac37e7a90,后期加速上升型,3,5,5,4,9
80cd54964d7c57,降压主导型,1,3,2,7,4
80dda23b6438f3,快速稳定型,5,2,7,2,2
80e61536e51458,涨幅微弱型,5,2,7,2,1
80ed8bb9fd0b10,后期加速上升型,3,4,4,3,7
813fd4f7ffee35,稳定缓升型,3,4,4,5,2
8158684d6a05f3,涨幅微弱型,5,2,7,2,1
8169a81ae20ca9,稳定缓升型,2,6,1,8,3
818fa3a322b7ef,后期加速上升型,3,4,4,3,9
81b355abeb2a73,涨幅微弱型,1,3,2,7,4
81b740f5d3c901,复杂波动或待判型,1,3,2,7,4
81b74b1622fc1c,涨幅微弱型,5,2,7,2,1
81b75d354a3435,后期加速上升型,3,4,4,5,7
81ccbefb55373a,冲高回落型,1,3,2,7,4
820d12ee3ad183,涨幅微弱型,5,2,7,2,1
8213651b6e80a5,渐进上升型,4,1,3,3,9
82196f58c83c3e,渐进上升型,4,1,3,6,5
821b40b7e217e4,涨幅微弱型,5,2,7,2,1
8240b5479db680,复杂波动或待判型,2,6,1,8,3
826de0a79ab618,稳定缓升型,3,4,6,3,9
8271240cbcbda7,稳定缓升型,3,4,4,3,9
827a2d9308a3ca,后期加速上升型,4,5,5,4,8
8288223168c2fa,渐进上升型,5,2,4,2,2
8291e9c7fe2405,涨幅微弱型,5,2,7,2,1
82973e396a4356,快速稳定型,2,6,6,1,6
82b8e4a99f46c3,涨幅微弱型,1,3,2,7,4
82c773d4a8ed5c,渐进上升型,3,4,4,3,9
82d4fe8d436d2a,先降后升型,3,4,4,5,7
82e9755b572fc8,后期加速上升型,5,2,7,5,7
8303201d41a150,渐进上升型,4,1,3,6,5
8319f7f6beed56,稳定缓升型,2,6,6,3,9
831ae074185271,稳定缓升型,3,4,4,3,7
832f57dfdba0c7,涨幅微弱型,5,4,4,5,2
834009dd400fc1,降压主导型,1,3,2,7,4
8348fb940a1392,快速稳定型,2,6,1,8,3
835f6ac61cc926,后期加速上升型,3,4,4,5,7
836f5d445d1e6a,涨幅微弱型,5,2,7,2,1
837caf24b8f771,稳定缓升型,5,4,4,5,2
83ab10b32dbdc2,涨幅微弱型,5,2,7,2,1
83af4e003ebeff,后期加速上升型,3,5,5,4,9
83b343a76d9f3c,后期加速上升型,3,4,4,5,7
83c94da279db3b,稳定缓升型,4,5,6,1,6
83d0fd8674eab7,后期加速上升型,3,4,4,3,9
83e106f0e0cbbd,降压主导型,1,3,2,7,4
83e1835bf060b5,涨幅微弱型,5,2,7,2,1
840c2e5a561c68,涨幅微弱型,5,2,7,2,1
840c66379798da,后期加速上升型,4,5,5,4,8
842e02a6337a9f,后期加速上升型,2,6,1,8,3
8430411839d685,稳定缓升型,4,5,5,4,8
8436c36c83830c,渐进上升型,4,1,3,6,5
8438cf19ea2a4f,涨幅微弱型,5,2,7,2,1
844a51a7c93d18,先降后升型,4,1,3,6,5
8459027b880871,后期加速上升型,3,4,4,5,7
84ad0528b23a4c,涨幅微弱型,5,2,7,2,1
84b58785444edf,后期加速上升型,4,5,5,4,8
84ba72f3d589cd,稳定缓升型,3,4,4,3,2
84c9175ca4d49a,渐进上升型,4,1,6,3,9
84dd97fd9defd9,降压主导型,1,3,2,7,4
84eafb572cb7c0,涨幅微弱型,5,2,7,2,1
850c988ebc2e62,涨幅微弱型,5,2,7,2,1
852d282374749b,降压主导型,1,3,2,7,4
852e49b8b63f5c,降压主导型,1,3,2,7,4
854a083d53443c,降压主导型,1,3,2,7,4
854a1638ff6f8f,后期加速上升型,3,4,4,5,7
8551fc51361d56,稳定缓升型,3,4,4,3,9
8598b7a99bfe88,稳定缓升型,2,6,1,8,3
85ad94166ab5a7,冲高回落型,1,3,2,7,4
85fe388cddfba9,快速稳定型,2,6,6,1,6
8612e941de227a,涨幅微弱型,5,2,7,2,1
86175bac75de2a,降压主导型,1,3,2,7,4
862f9def792763,后期加速上升型,3,4,4,5,7
8646eb7f246b15,稳定缓升型,2,6,6,1,6
864d723ff37757,稳定缓升型,2,1,6,1,6
865a5c0666e563,稳定缓升型,2,1,3,1,6
869ff6e270f4bf,稳定缓升型,2,6,6,1,6
86b7570ab052e8,渐进上升型,4,1,3,6,5
86e1cf4d3386ff,稳定缓升型,4,1,6,3,9
870dfb65319ccd,先降后升型,5,2,7,5,7
87134bab057e5d,冲高回落型,1,3,2,7,2
87179bf8c72f72,涨幅微弱型,5,2,7,2,2
873f052c7a9109,涨幅微弱型,5,2,7,2,1
873fd10fad7d84,渐进上升型,4,1,3,6,5
87480d2cd8ee0e,稳定缓升型,4,1,3,6,9
874aa4c95bd03a,后期加速上升型,3,5,5,4,8
875b60c44310e4,快速稳定型,2,6,6,1,6
87642e1b562d93,后期加速上升型,3,4,4,3,9
877eb5379188c1,涨幅微弱型,5,2,7,2,1
878b4bc49f0c88,后期加速上升型,3,4,4,5,7
87b9d80daed036,涨幅微弱型,1,3,2,7,4
87d07a62bc563d,涨幅微弱型,1,3,2,7,4
87dbe993b446ee,后期加速上升型,3,4,4,5,7
881db431bfc0a5,涨幅微弱型,5,2,7,2,1
8848b87d70b420,涨幅微弱型,5,2,7,2,1
886b03c77ea5a3,降压主导型,1,3,2,7,4
8871994ee47b7b,后期加速上升型,3,5,5,4,8
888621743083f2,涨幅微弱型,5,2,7,2,1
888668a0516b53,先降后升型,5,2,7,5,7
888f69998ab16d,渐进上升型,3,4,4,3,7
88902f6a456486,降压主导型,1,3,2,7,4
889b76d3fe2047,渐进上升型,3,4,4,3,9
88a175986a8e99,涨幅微弱型,5,2,7,2,1
88bbf3da88b8c1,后期加速上升型,4,5,5,4,8
88c3368802685c,渐进上升型,4,1,6,1,6
88d604e38b9a23,降压主导型,1,3,2,7,4
88ead40cb02cad,涨幅微弱型,5,2,7,2,1
891df42a1be292,降压主导型,1,3,2,7,4
894d934c0451a0,涨幅微弱型,1,3,2,7,4
8960977ede1e54,后期加速上升型,4,5,5,4,8
897f84c9357025,涨幅微弱型,5,2,7,2,2
8985fd422d2a83,后期加速上升型,4,5,5,4,8
89a3ca523c6cb9,渐进上升型,5,2,7,2,2
89ab8f935c5121,后期加速上升型,4,5,5,4,8
89aed3b159bb8b,涨幅微弱型,5,2,7,2,1
89b2015bfda95b,涨幅微弱型,5,2,7,2,1
89c7c0e0ddd20c,渐进上升型,4,1,3,6,5
89e92924664ce3,涨幅微弱型,5,2,7,2,2
89f48bc1e83f2a,涨幅微弱型,1,3,2,7,4
89f7625fcd2995,降压主导型,1,3,2,7,4
8a127adfe84533,快速稳定型,2,4,6,3,9
8a1945d059b2b6,后期加速上升型,3,5,5,3,9
8a484ec49aa94c,稳定缓升型,3,4,4,5,2
8a58d5d83e7b4d,涨幅微弱型,5,2,7,2,1
8a6c8b62f8282d,涨幅微弱型,5,2,7,2,1
8a88fc4ca14f7e,涨幅微弱型,5,2,7,2,2
8a8c7e1a40c396,快速稳定型,2,6,1,8,3
8abb42d0d37adc,先降后升型,3,4,4,5,7
8ac76d3e397596,稳定缓升型,2,1,6,1,6
8ad50ccf6e2e18,降压主导型,1,3,2,7,4
8ad5447a992305,降压主导型,1,3,2,7,4
8ae0acf2b29148,稳定缓升型,2,6,6,1,6
8b0737105f8ef3,涨幅微弱型,5,2,7,2,1
8b288287d344dc,快速稳定型,2,1,6,1,6
8b9f552203060c,涨幅微弱型,5,2,7,2,1
8ba3efb978eb63,后期加速上升型,4,5,5,4,9
8bc4dc2f22d8bc,涨幅微弱型,1,3,2,7,4
8bc8f5778129a5,后期加速上升型,3,4,4,5,7
8bdb258ed60531,稳定缓升型,2,6,1,8,3
8bddbe55440244,渐进上升型,4,1,3,6,5
8bdfddefc428f0,涨幅微弱型,5,2,7,2,1
8be551c6abacf2,后期加速上升型,4,5,5,4,5
8be8bb332eb26a,后期加速上升型,3,4,4,3,9
8bfd1936ad81de,后期加速上升型,5,4,4,5,7
8c0bc7fcfea1b0,稳定缓升型,4,1,3,6,5
8c207e38230842,先降后升型,5,2,7,5,7
8c373b9598fdd0,降压主导型,1,3,2,7,4
8c40c8b60faa52,渐进上升型,4,1,3,6,5
8c440c61e350d0,稳定缓升型,2,6,6,1,6
8c863e32d7ac90,涨幅微弱型,5,2,7,2,1
8c929261741eef,稳定缓升型,4,1,3,1,6
8cb4cff5930839,后期加速上升型,2,6,1,8,3
8ce431aff538a8,稳定缓升型,3,1,6,3,9
8d1e26e4aa1090,渐进上升型,4,1,3,6,5
8d42fb95f25996,涨幅微弱型,5,2,7,2,1
8d4d9f552a7529,后期加速上升型,3,4,4,5,7
8d4e36fe65edbd,快速稳定型,2,6,6,1,6
8d58b1478059ba,涨幅微弱型,1,3,2,2,1
8d59ee629c2c0a,后期加速上升型,4,5,5,4,8
8d7f9ee70e7f42,涨幅微弱型,5,2,7,2,1
8d94744c0f6ad7,后期加速上升型,3,4,4,5,7
8da5400378ef6e,稳定缓升型,4,1,6,1,6
8db4eb7f6d9f39,后期加速上升型,4,5,5,4,8
8db505ca7d3e97,快速稳定型,2,1,6,1,6
8dc219f8d088a3,涨幅微弱型,5,2,7,2,1
8dc7be7df0263a,涨幅微弱型,1,3,2,7,4
8dc9e8728bd99d,涨幅微弱型,5,2,7,2,1
8dcded55399ba1,后期加速上升型,4,5,5,4,8
8dd98abe9389d3,后期加速上升型,3,5,5,4,8
8df521c2c71f5f,降压主导型,1,3,2,7,4
8dfc676e8fd3cb,后期加速上升型,3,4,4,5,7
8dfcdfb89bf92c,涨幅微弱型,1,3,2,7,4
8e012233b69b27,渐进上升型,4,1,3,6,5
8e51d5cb87a21e,涨幅微弱型,5,2,7,2,1
8e827aaaea6d97,后期加速上升型,4,5,5,4,9
8e847615081d5f,后期加速上升型,3,4,4,5,7
8e9e133ba385dc,快速稳定型,2,6,6,1,6
8ea019800da52f,涨幅微弱型,5,2,7,2,1
8eb2ae72267a01,降压主导型,1,3,2,7,4
8ebf68870a550e,涨幅微弱型,3,4,4,5,2
8ecade509811c9,快速稳定型,2,6,6,1,6
8ee0f6cdfaa2ab,渐进上升型,3,4,4,3,9
8f082f4000d8fc,涨幅微弱型,1,3,2,7,4
8f1d1d2513bfdb,后期加速上升型,3,4,4,5,7
8f24cf0a2f1f11,后期加速上升型,3,4,4,3,9
8f3607f0ff00b3,复杂波动或待判型,2,6,1,8,3
8f512b51cdcf50,快速稳定型,2,6,6,1,6
8f6277eb0d0086,涨幅微弱型,5,2,7,2,1
8f79045342982d,涨幅微弱型,5,2,7,2,1
8f8166000c5d5d,后期加速上升型,3,4,4,5,7
8f9e5be29d2070,渐进上升型,4,1,3,6,5
8fd2bbceebc966,涨幅微弱型,1,3,2,7,4
901ad7082b483a,渐进上升型,3,4,4,3,9
9070eccd66649e,降压主导型,1,3,2,7,4
9074a222800c54,渐进上升型,3,4,4,3,9
908c233669af9d,渐进上升型,3,1,6,3,9
908d264b0007e0,快速稳定型,2,6,6,3,9
909b13cc0d3d00,涨幅微弱型,5,2,7,2,1
90b1b1f4be4dfb,涨幅微弱型,5,2,7,2,1
90bbf4e0db2de8,涨幅微弱型,5,2,7,2,1
90be16ac94ebc6,涨幅微弱型,5,2,7,2,1
90e108e07f0c71,后期加速上升型,3,4,4,3,9
90f7b642e4f514,涨幅微弱型,5,2,7,2,1
90f88fc3209d8c,渐进上升型,3,4,4,3,9
912d8ccb436e44,后期加速上升型,3,4,4,5,7
913b93c7c343c5,渐进上升型,4,1,3,6,5
91567fc6d09a14,后期加速上升型,5,4,4,5,7
916fe44cd848c8,快速稳定型,2,6,6,1,6
9195af83a48905,渐进上升型,4,1,3,6,5
91d51ab8506af5,降压主导型,1,3,2,7,4
91d7b51b15098a,降压主导型,1,3,2,7,4
91fad3d8f5fc03,渐进上升型,4,1,3,6,5
923f0a9d547dac,后期加速上升型,2,6,1,8,3
9240553ae0bf9b,渐进上升型,4,1,3,6,5
9250711b093642,后期加速上升型,5,2,7,5,7
927c3f6cb9fb74,涨幅微弱型,1,3,2,7,4
928c121d65eafc,先降后升型,5,2,7,5,7
9290b3ffe8b685,涨幅微弱型,3,4,4,5,7
92917c6d0f12b8,降压主导型,1,3,2,7,4
92992aae571496,冲高回落型,5,2,7,2,2
92f98e7919afb4,稳定缓升型,3,4,4,3,7
92ff2ea7b26c3e,快速稳定型,2,6,6,1,6
9314b5f6d30553,后期加速上升型,3,5,5,4,9
931791308d76cb,稳定缓升型,4,1,6,1,9
9327eb749508c2,涨幅微弱型,1,3,2,7,4
932dbf9ad423fd,稳定缓升型,2,6,6,1,6
9332c809a32414,涨幅微弱型,5,2,7,2,1
9336ee3b12e64d,后期加速上升型,3,5,5,4,8
9360ca60c06847,渐进上升型,4,1,3,6,5
93618a8978f226,后期加速上升型,3,4,4,5,7
93689292a9498d,涨幅微弱型,5,2,7,2,1
937b69dbc45797,稳定缓升型,2,6,1,8,3
9398996cbdbad2,涨幅微弱型,1,3,2,7,4
93ac80fee29e60,涨幅微弱型,1,3,2,7,4
93d955cde0256e,后期加速上升型,3,5,5,4,7
93e0e70c9d44fe,涨幅微弱型,5,2,7,2,1
94025cbf9bd488,涨幅微弱型,5,2,7,2,1
940999d2bea296,涨幅微弱型,5,2,7,2,1
940eb2b7cc3bba,复杂波动或待判型,1,3,2,7,4
941ca5324b83e1,后期加速上升型,4,5,5,4,8
9421acc6a93459,渐进上升型,4,1,3,6,5
943de7b45abb8a,渐进上升型,3,1,6,3,9
944e7ac5e7b6a7,快速稳定型,2,6,6,1,6
946fb0dda26ad6,涨幅微弱型,5,2,7,2,1
949c5c386184c9,涨幅微弱型,5,2,7,2,1
94bfbe6c613e73,涨幅微弱型,5,2,7,2,1
94c3e96fc9967c,渐进上升型,4,1,3,6,5
94d4380e5eb90c,稳定缓升型,4,1,6,1,6
94d7e8e0367d20,涨幅微弱型,5,2,7,2,1
94ec4589c20606,快速稳定型,2,6,1,8,3
9502c3769b1f71,涨幅微弱型,5,2,7,2,1
95248f80e64d68,涨幅微弱型,5,2,7,2,1
953153ce85ee4b,涨幅微弱型,5,2,7,2,1
95336f8e525778,涨幅微弱型,5,2,7,2,1
954af6cd6852c5,快速稳定型,4,1,6,1,9
958eb003d98ad2,后期加速上升型,3,5,5,4,9
95993c5a1e0d63,涨幅微弱型,5,2,7,2,1
95a558e3172c1d,复杂波动或待判型,2,6,1,8,3
95b5ea821c420e,后期加速上升型,3,4,4,5,7
95cdcdedd62409,稳定缓升型,2,6,6,1,6
95d13ed705223a,涨幅微弱型,1,3,2,7,4
95de3c9122697c,涨幅微弱型,1,2,7,2,1
95e0b542e3cd20,渐进上升型,4,1,3,6,5
95ee56b54a655d,先降后升型,5,2,7,5,7
95ee5f654f57be,后期加速上升型,4,5,5,4,8
964fe1172e5f5e,后期加速上升型,3,5,5,5,7
9659ab4bf9f124,稳定缓升型,2,6,6,1,6
966085ebd1220f,稳定缓升型,2,6,6,1,6
9698a6e5a992e5,稳定缓升型,5,2,7,5,7
969b7e2145a8aa,后期加速上升型,3,4,4,5,7
96a02d78b12d04,降压主导型,1,3,2,7,4
96ad91d4da6065,快速稳定型,3,4,4,3,9
96afb25f6c3b82,稳定缓升型,2,6,1,8,3
96c033a3a2b896,快速稳定型,2,6,1,8,3
96c13644b0765e,降压主导型,1,3,2,7,4
96e3c0a09a45e8,涨幅微弱型,1,3,2,7,4
96ec430df98e21,稳定缓升型,4,1,3,6,5
96f12ef3f57f11,渐进上升型,4,1,3,6,5
973ba92401d3f0,稳定缓升型,3,4,4,3,9
974f69aae12c7a,后期加速上升型,3,4,4,5,7
976e1bf2dd6c3f,稳定缓升型,2,6,6,1,6
9770785f7e9016,后期加速上升型,3,5,5,4,8
977b95c6d14e5e,后期加速上升型,5,4,4,5,7
9787aa4e37b476,后期加速上升型,4,5,5,4,9
97889515dec57d,降压主导型,1,3,2,7,4
97afbc34556108,涨幅微弱型,5,2,7,2,1
97c2d15a4fc389,后期加速上升型,3,4,4,5,7
97dbad4c86f381,后期加速上升型,3,5,5,4,8
97f08f32231d54,涨幅微弱型,1,3,2,7,4
97fc29efd38541,涨幅微弱型,5,2,7,2,1
98589bbc7718c3,降压主导型,1,3,2,7,4
9872be710476a6,降压主导型,1,3,2,7,4
9883347d90fc13,涨幅微弱型,5,2,7,2,1
988fc47951b361,后期加速上升型,3,4,4,3,7
989b8f6c0be6bf,涨幅微弱型,5,2,7,2,1
98b1402a81f83e,渐进上升型,3,4,4,3,2
98c04bdb142e24,涨幅微弱型,5,2,7,2,1
98c985060f23ca,降压主导型,1,3,2,7,4
98e05dff95ed2c,降压主导型,1,3,2,7,4
98f92a918dba12,稳定缓升型,2,6,6,1,6
990e11eef9722b,后期加速上升型,3,4,4,3,9
99135b0772f82f,稳定缓升型,2,6,6,1,9
99381f1250586a,渐进上升型,4,1,3,6,5
9951435b18c818,稳定缓升型,5,2,7,5,2
996aa2a54463c3,涨幅微弱型,5,2,7,2,1
998a8429a82e98,先降后升型,3,4,4,5,7
999447648bc214,稳定缓升型,3,4,5,3,9
99ae95896bb210,涨幅微弱型,5,2,7,2,1
99b41d41a5ea9b,稳定缓升型,3,4,4,3,9
99bb80abc8cf75,先降后升型,3,4,4,5,7
99c23c936d7726,冲高回落型,1,3,2,7,4
99dcd015eb5375,涨幅微弱型,1,3,2,7,4
99e514bfa9f30e,涨幅微弱型,5,2,7,2,1
9a0c76e5a43271,稳定缓升型,4,1,6,1,9
9a2490a0a4f36f,复杂波动或待判型,1,3,2,7,2
9a25d004126805,涨幅微弱型,5,2,7,2,1
9a3360a2057c11,后期加速上升型,4,5,5,4,8
9a36d69b025e84,涨幅微弱型,5,2,7,2,1
9a3f1ae3b50502,涨幅微弱型,5,2,7,2,1
9a4dace7e6cc9d,降压主导型,1,3,2,7,4
9a5a1438af6133,后期加速上升型,5,2,7,5,7
9a5db56f9930a7,涨幅微弱型,5,2,7,2,1
9a6012a2074315,涨幅微弱型,5,2,7,5,7
9a7eed32c31231,涨幅微弱型,5,2,7,2,1
9a860262b31fa8,涨幅微弱型,1,3,2,7,4
9a8d57bb292325,后期加速上升型,3,5,5,4,7
9a96f118bdf636,涨幅微弱型,5,2,7,2,1
9a9dc7af57ec7f,涨幅微弱型,5,2,7,2,1
9aad4e5a2074d7,复杂波动或待判型,2,6,1,8,3
9ab082941bce3a,先降后升型,3,4,4,5,7
9aba2be82ee139,冲高回落型,2,6,6,1,6
9ac4d77f07c25a,涨幅微弱型,5,2,7,2,1
9ad1ae08716c67,涨幅微弱型,5,2,7,2,1
9afb16f866dfb8,涨幅微弱型,5,2,7,2,1
9b0caab25508cd,后期加速上升型,3,4,4,3,9
9b15d319fb7007,渐进上升型,4,1,3,6,5
9b1788a1753969,涨幅微弱型,5,2,7,2,1
9b1859a80fc675,后期加速上升型,3,4,4,3,9
9b1e1207980dc5,后期加速上升型,4,5,5,4,8
9b323abe0256b3,涨幅微弱型,5,2,7,2,1
9b493e1e9b9686,涨幅微弱型,5,2,7,2,1
9b5083bfb94511,先降后升型,3,4,4,3,9
9b782c23416f18,涨幅微弱型,5,2,7,2,1
9b8f217711e306,渐进上升型,3,4,4,3,9
9be0b63b8a3649,后期加速上升型,3,4,4,3,9
9bee3e4e0882b0,涨幅微弱型,1,3,2,7,4
9bee6bf8cbb21d,后期加速上升型,3,5,5,5,7
9c34026a240f80,后期加速上升型,3,4,4,5,7
9c371926b22199,涨幅微弱型,5,2,7,2,1
9c5b59d7f12e0c,涨幅微弱型,1,3,2,7,4
9c72de47178afc,快速稳定型,3,4,4,5,2
9c7967ebd24e39,涨幅微弱型,1,3,7,2,1
9c99e69ee75172,复杂波动或待判型,2,6,1,8,3
9ca9cffd58cb6b,涨幅微弱型,5,2,7,2,1
9caaf96fd619bd,后期加速上升型,4,5,5,4,8
9cbd37076d2f1d,稳定缓升型,3,4,4,3,9
9ce8edcc0c1496,涨幅微弱型,1,3,2,7,4
9cf4b034339710,涨幅微弱型,5,2,7,2,2
9cfbd48d5036cc,后期加速上升型,3,4,4,3,9
9d03ba0678bad7,稳定缓升型,4,5,5,4,8
9d11bb1afc315e,稳定缓升型,3,4,4,5,2
9d1d34ba5434af,先降后升型,3,4,4,5,7
9d219611392899,后期加速上升型,4,5,3,4,5
9d46b53a9e94e8,快速稳定型,2,1,6,1,6
9d5b2c40f662dd,快速稳定型,2,6,6,1,6
9d9e980b1edcbe,渐进上升型,4,1,3,6,5
9da40fbca60b89,涨幅微弱型,5,2,7,2,1
9dbbef41722220,渐进上升型,3,4,4,3,9
9dc7a8a4919498,涨幅微弱型,5,2,7,2,1
9dd38df120b567,后期加速上升型,3,4,4,5,7
9dd92b442aaa49,后期加速上升型,3,4,4,5,7
9ded9821a23b20,降压主导型,1,3,2,7,4
9dfcc70a6cafe9,快速稳定型,2,6,6,1,6
9e3d5212bdcc1d,后期加速上升型,4,1,3,6,5
9e54abb2e99efd,涨幅微弱型,5,2,7,2,2
9e646c539b41f3,渐进上升型,4,1,3,6,5
9e84ae8b975d61,后期加速上升型,5,4,4,5,2
9ea8dbdab7d06e,快速稳定型,2,6,1,8,3
9eb406bc9e214e,先降后升型,5,2,7,5,7
9ed3aba15914a5,后期加速上升型,3,4,4,5,7
9ede60b4c148d2,涨幅微弱型,5,2,7,2,1
9f0a6e5db2d792,涨幅微弱型,5,2,7,2,1
9f2e1f64b15506,快速稳定型,2,6,1,8,3
9f38e49f180279,稳定缓升型,2,6,6,1,6
9f3a44e846cfe7,涨幅微弱型,5,2,7,2,1
9f435ca96b7311,涨幅微弱型,5,2,7,2,1
9f5ab78de8f5fd,渐进上升型,4,1,3,6,5
9f5cadc9b47b91,稳定缓升型,4,1,3,6,5
