sample_id,platform_id,source_well,stage_id,monitor_platform,monitor_well,cluster,morphology_type,Balanced_feature_KMeans__2,Balanced_feature_KMeans__3,Balanced_feature_KMeans__4,Balanced_feature_KMeans__5,Balanced_feature_KMeans__6,Balanced_feature_Ward__2,Balanced_feature_Ward__3,Balanced_feature_Ward__4,Balanced_feature_Ward__5,Balanced_feature_Ward__6,Shape_KMeans__2,Shape_KMeans__3,Shape_KMeans__4,Shape_KMeans__5,Shape_KMeans__6,Hybrid_DTW_medoid__2,Hybrid_DTW_medoid__3,Hybrid_DTW_medoid__4,Hybrid_DTW_medoid__5,Hybrid_DTW_medoid__6
c218d5ce8ea9a9,阳101H31,3,15,阳101H31,6,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c2293333d562d3,阳101H26,,,阳101H26,3,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
c22937686e1248,阳101H2,4,18,阳101H2,5,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
c22fbd56aaec69,泸206H8,,,泸206H8,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,1,3,3,5,4,1,1,3,4,1
c2374e310fa596,泸208H1,5,14,泸208H1,6,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,3,2,5,2,2,3,4,2,6
c23c32b5b9335e,泸201H5,3,19,泸201H5,2,1,低幅波动型,2,1,1,2,4,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
c2537a6e246874,泸203H10,,,泸203H10,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,6
c2568e909d2662,泸203H11,6,13,泸203H11,5,2,早期上升趋缓型,1,2,2,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,4
c27f39f78553de,泸201H5,3,4,泸201H5,4,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
c29094039da629,泸201H5,2,11,泸201H5,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c293f089dff51d,泸203H153,4,16,泸203H153,6,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
c2a4657502bdeb,泸201H5,1,15,泸201H5,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,1,3,3,2,4,1,1,3,4,1
c2b141d47aae59,泸203H11,2,8,泸203H11,3,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
c2cfdebb497a64,阳101H2,322,1,阳101H2,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c2da8a31024709,阳101H51,2,19,阳101H51,3,1,低幅波动型,2,1,1,2,2,2,2,2,2,2,2,3,3,2,1,1,1,3,4,3
c2efbbaa9a3209,泸206H8,4,1,泸206H8,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
c2f07a8b213d46,阳101H31,3,17,阳101H31,5,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
c2f5f8f9f594a9,阳101H51,3,7,阳101H51,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
c2f9e69035c062,阳101H33,2,7,阳101H33,1,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,5
c2fbb04809951f,泸206H8,,,泸206H8,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c30705a4efd17c,泸203H76,3,12,泸203H76,2,1,低幅波动型,2,1,1,5,1,1,1,1,1,1,1,3,3,5,4,2,1,4,2,1
c31dd2eda9c65e,阳101H35,3,20,阳101H35,1,1,低幅波动型,2,1,1,2,4,2,2,2,2,2,2,3,3,2,1,1,1,3,5,3
c340969b761973,泸203H153,7,5,泸203H153,2,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
c341401ae9a58a,阳101H2,6,20,阳101H2,4,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
c347d0092b9bc3,阳101H32,4,22,阳101H32,3,1,低幅波动型,2,3,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c3665ee48ac823,泸203H76,3,11,泸203H76,2,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,2,1,5
c36b81ca3badf4,阳101H51,5,3,阳101H51,6,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
c3855f3532a810,阳101H26,,,阳101H26,3,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
c399ad1a6580f9,泸203H6,1,11,泸203H6,sensor:5通道,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,5
c3e922af7f6bc6,阳101H51,1,10,阳101H51,2,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
c3ea3c0ad08b2d,泸208H2,7,5,泸208H2,8,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,5,2,2,3,2,1,5
c3f3fa010d9e45,阳101H35,3,3,阳101H35,1,4,降压主导型,2,3,3,4,3,2,2,2,2,6,2,3,3,2,1,1,2,1,5,2
c4013bf261d990,泸203H64,4,8,泸203H64,3,2,早期上升趋缓型,1,2,2,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
c41771fae8fada,阳101H31,4,18,阳101H31,5,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
c41a546006ddba,阳101H51,3,3,阳101H51,1,1,低幅波动型,2,1,1,5,4,2,2,2,2,2,2,3,3,2,4,1,1,3,4,1
c45380ea123cdc,阳101H2,5,15,阳101H2,2,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
c45f901506f09e,泸203H64,1,6,泸203H64,3,2,早期上升趋缓型,1,1,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
c46f2890e01bd4,泸206H8,4,18,泸206H8,5,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
c49e8572ec5046,阳101H35,1,22,阳101H35,4,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
c4b31a898f8f11,阳101H31,3,14,阳101H31,6,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c4bd53b04263c0,阳101H2,42,21,阳101H32,7,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
c4bea93a5285ad,泸203H64,5,2,泸203H58,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
c4d9f2b42a25ee,泸206H8,5,14,泸206H8,8,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
c4e472ea7af353,泸201H5,1,20,泸201H5,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
c4ec43d47574cd,阳101H51,3,13,阳101H51,4,2,早期上升趋缓型,1,2,2,3,5,1,1,4,4,4,1,1,2,1,6,2,3,2,1,4
c4f5905d29c21e,阳101H2,5,8,阳101H2,4,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,2,2,3,4,2,6
c54accbade6c35,泸201H5,2,22,泸201H5,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c55609a41fdd09,阳101H32,2,17,阳101H32,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c56e8e49b2a75c,泸206H10,4,8,泸206H10,3,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,4,1,5
c59a406b74ed73,阳101H31,,,阳101H31,1,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,4,2,5
c5a8079427b4f4,泸208H2,4,5,泸208H2,5,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
c5be7d51da49b0,泸208H2,6,9,泸208H2,8,3,迟缓响应持续上升型,1,2,4,1,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
c5bf02387d9ba7,阳101H26,,,阳101H26,2,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c5db6fa4699048,阳101H2,2,16,阳101H2,6,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c5ea3e5b91726c,阳101H35,,,阳101H35,2,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
c613a71bc00dbb,泸201H5,2,22,泸201H5,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c617dd0ef50595,泸206H8,2,19,泸206H8,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
c662666fe7a1bb,泸201H5,2,2,泸201H5,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c6834e549f4a29,阳101H26,,,阳101H26,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
c68603dab66868,泸203H64,3,10,泸203H64,5,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,2,1,5
c6c4e3169bea64,阳101H2,4,17,阳101H2,5,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
c6cb96cb331a6b,泸208H2,10,19,泸208H2,9,2,早期上升趋缓型,1,2,2,3,5,1,1,4,4,4,1,1,2,1,6,2,3,2,1,4
c6e120de691942,泸206H8,2,21,泸206H8,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,1,3,3,2,4,1,1,3,4,1
c6ebf845c43a56,阳101H32,4,5,阳101H32,7,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c6ebfa4acb6604,泸201H5,2,15,泸201H5,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c6f1fa419bf1e6,泸201H5,4,2,泸201H5,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
c70029fd76a135,阳101H31,5,19,阳101H31,6,4,降压主导型,2,3,3,4,3,2,2,2,2,6,2,2,1,3,3,1,2,1,3,2
c7019ed4f266f6,泸203H66,2,16,泸203H66,1,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
c708e7eaac0ee1,阳101H35,3,13,阳101H35,2,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
c70e988149dc42,阳101H2,,,阳101H2,4,2,早期上升趋缓型,1,2,2,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
c70ea5d5f8606b,泸203H76,3,20,泸203H76,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,2,1,5
c74513ad0a4605,阳101H2,,,阳101H2,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
c74e7eb9e89ea6,泸208H1,5,3,泸208H1,6,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
c751f9d5828058,阳101H26,,,阳101H26,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c75e5004100395,泸203H153,2,25,泸203H153,7,3,迟缓响应持续上升型,1,2,4,5,1,1,1,4,5,5,1,1,2,5,2,2,3,2,1,5
c790ea6bafc442,泸203H9,,,泸203H9,4,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
c7983c4debb78b,泸208H2,9,17,泸208H2,10,2,早期上升趋缓型,1,2,2,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,4
c79bed4c47926f,泸208H2,8,16,泸208H2,9,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,3,3,5,2,2,3,4,2,6
c7b48392b0847d,泸208H2,8,10,泸208H2,9,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,5
c7b76989890d1d,泸203H11,2,12,泸203H11,1,2,早期上升趋缓型,1,2,2,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,4
c7b95cf9ad3b79,阳101H2,,,阳101H2,6,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c7cbca9cfbcb65,泸203H64,1,15,泸203H64,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
c7df92f70ad5ea,阳101H32,5,23,阳101H32,6,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
c7f45eab7a2972,泸203H76,1,12,泸203H76,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,3,3,5,2,2,3,4,2,6
c80510f7ff8edf,泸203H76,3,10,泸203H76,4,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
c806d88b23f7f6,阳101H51,1,19,阳101H51,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
c81a402b597fac,阳101H37,3,12,阳101H37,2,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
c81c3918c1fca9,阳101H2,2,13,阳101H2,6,2,早期上升趋缓型,1,2,2,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
c829110e4ad498,阳101H2,5,16,阳101H2,2,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
c8355a087b3c43,泸203H9,3,25,泸203H9,2,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
c83ad504d7cb10,泸203H64,5,6,泸203H64,4,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,2,1,5
c851c0321ea0db,泸203H10,2,16,泸203H10,1,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
c8579e0c6d4c0f,泸203H76,3,15,泸203H76,4,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
c86ce7d5205f5c,泸203H64,1,10,泸203H64,4,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
c89784c70c709d,阳101H32,6,19,阳101H32,5,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
c8b7a070187561,阳101H31,5,24,阳101H31,7,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,1,6,2,3,2,1,5
c8cb7c337eb179,阳101H35,1,14,阳101H35,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c8ce9dc6e0f967,泸206H8,5,11,泸206H8,2,1,低幅波动型,2,1,1,2,4,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
c8da0d6d1fd023,泸203H64,1,16,泸203H64,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
c8dce6b7b73ce6,阳101H33,4,2,阳101H33,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,5,5,1,1,2,1,6,2,3,2,1,5
c8e88ab688f35a,阳101H2,4,19,阳101H2,2,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
c8f334b483d14d,阳101H31,,,阳101H31,2,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
c8f65303642d4c,阳101H31,3,9,阳101H31,5,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
c8ff68590ae4a9,阳101H31,2,10,阳101H31,3,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
c9081c26783222,泸203H64,5,1,泸203H64,1,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,1,1,2,1,3,2
c922d846c07ef1,阳101H32,2,14,阳101H32,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
c9230e875ca9fc,泸208H2,10,16,泸208H2,9,2,早期上升趋缓型,1,2,2,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
c928ad541e508f,泸203H64,4,7,泸203H64,5,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
c93723262a6eb2,阳101H32,6,9,阳101H32,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
c93df703c52160,泸208H1,5,26,泸208H1,4,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,4,2,5
c94f278c51e3c0,阳101H2,6,21,阳101H2,4,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
c9660833fbf6a9,泸203H66,2,24,泸203H66,3,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,5
c968204e49f3e4,阳101H35,2,12,阳101H35,3,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,5
c9955eca449819,泸208H2,9,22,泸208H2,10,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
c99aa4458afce4,泸201H5,2,24,泸201H5,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,5,3
c99d25375e8d0a,泸201H5,4,12,泸201H5,2,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
c9b24f83c13a85,阳101H35,2,20,阳101H35,1,1,低幅波动型,1,1,1,5,1,1,1,1,1,1,1,3,2,5,2,2,3,4,2,6
c9cbc8e311ea1b,泸203H64,5,15,泸203H64,3,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
c9d9563fd9c134,泸208H2,3,26,泸208H2,4,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
c9e7a8dd9a14d0,泸208H1,4,2,泸208H1,5,3,迟缓响应持续上升型,1,2,4,1,6,2,2,2,2,6,1,3,3,5,4,2,3,4,2,6
ca0276a8b7a600,阳101H34,2,7,阳101H34,6,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
ca0eaaa786c326,阳101H32,6,15,阳101H32,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
ca24c4e63f5b21,阳101H32,6,12,阳101H32,4,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
ca289c72e09b94,泸201H5,4,16,泸201H5,2,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
ca2aa434d9b01a,阳101H26,,,阳101H26,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,2,1,2,1,1,1,3,5,3
ca4477887b852c,阳101H6,8,26,阳101H6,7,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,2,1,5
ca9edab03e4e03,泸206H8,5,4,泸206H8,8,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,4,2,6
caab9465000a37,阳101H2,282,15,阳101H32,8,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
cac34ac7bd9cb6,阳101H26,,,阳101H26,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
cac99308df1a4a,阳101H31,4,20,阳101H31,5,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
cada1b8d8ffb22,阳101H32,2,13,阳101H32,4,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
cadbd7fecb54a3,泸208H1,1,10,泸208H1,2,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,1,6,2,3,2,1,5
cae0596f9ed522,阳101H31,3,17,阳101H31,6,2,早期上升趋缓型,1,2,2,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
cb0045a45f78bf,泸203H76,3,7,泸203H76,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
cb313fa6d3cf57,阳101H26,,,阳101H26,2,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,1,3,3,5,4,1,1,3,4,1
cb3f645fdf6f46,泸206H10,3,9,泸206H10,2,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
cb610f8043233f,泸206H8,4,2,泸206H8,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
cb6ead397bd6f0,阳101H34,2,4,阳101H34,4,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
cb8acdd4ffe6d0,阳101H31,,,阳101H31,1,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
cb8c784edde2e8,阳101H26,,,阳101H26,2,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
cb8f60c57d86b4,阳101H35,3,11,阳101H35,4,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,6
cbb98c8724f59b,阳101H34,3,17,阳101H34,2,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
cbbdc9151b2f81,阳101H35,2,5,阳101H35,3,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
cc150d5b8a8384,泸203H76,3,8,泸203H76,1,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,1,1,2,1,5,2
cc1cec99c72e71,阳101H2,272,13,阳101H32,7,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
cc47e9be61635f,阳101H32,2,11,阳101H32,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,5,3
cc5b3c3ca1b906,阳101H2,2,2,阳101H2,1,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
cc6002002c5dbd,泸203H66,1,19,泸203H66,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,4,2,5
cc8862463aed6b,泸201H5,2,21,泸201H5,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
cc92a674845f7a,阳101H2,4,3,阳101H32,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,1,3,3,2,4,1,1,3,4,1
ccc73e399b0cd3,泸208H2,8,2,泸208H2,6,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,4,2,5
ccdb4c1ead5a50,阳101H2,4,19,阳101H2,6,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
ccff704a5fcb95,泸203H8,2,5,泸203H8,1,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
cd0f1d7ef4cb04,阳101H31,3,16,阳101H31,7,1,低幅波动型,2,1,1,5,1,2,3,3,3,3,1,3,3,5,4,2,1,4,2,6
cd20832756e333,阳101H31,5,20,阳101H31,6,2,早期上升趋缓型,1,2,2,3,5,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
cd2cd6d2135a69,泸206H8,5,11,泸206H8,1,1,低幅波动型,2,1,1,2,4,2,3,3,3,3,2,2,1,3,1,1,2,1,5,3
cd41169a2b9c17,泸206H8,4,20,泸206H8,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
cd45ee10bf1a53,泸203H64,2,8,泸203H64,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
cd939896a61c03,阳101H31,6,27,阳101H31,4,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,1,5
ce33a3e1348cf0,泸203H76,1,15,泸203H76,3,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
ce4d258edb8997,泸206H8,4,21,泸206H8,6,1,低幅波动型,1,1,1,5,1,1,1,1,1,1,2,3,3,2,4,1,1,3,4,1
ce529ade4489a2,阳101H2,,,阳101H2,2,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
ce5f9051e535b7,泸208H2,8,10,泸208H2,10,1,低幅波动型,1,1,1,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
ce9d0f37339c74,阳101H2,4,3,阳101H2,5,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
cea580085fc07f,阳101H2,,,阳101H2,5,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
ceba1e06156621,阳101H51,4,6,阳101H51,1,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
cecd5cb6321230,阳101H51,2,10,阳101H51,3,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
cece39fcc6e6a5,阳101H51,1,2,阳101H51,2,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
ced559b514b0df,阳101H31,3,4,阳101H31,6,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
ced781da856cec,阳101H31,5,14,阳101H31,6,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,5
cf0baacd57e130,泸208H1,5,15,泸208H1,4,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
