file,channel_count,final_status,related_unique_samples,reason
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第2段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本；参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第3段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本；参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第4段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本；参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第5段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本；参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第6段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第7段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本；参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第8段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第9段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第10段 压裂质量数量监控表（邻井压力、井口、砂量） .xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第11段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第12段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第13段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第14段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第15段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第16段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第17段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第18段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第19段 压裂质量数量监控表（邻井压力、井口、砂量） .xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第1段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本；参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第20段 压裂质量数量监控表（邻井压力、井口、砂量）  .xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第21段 压裂质量数量监控表（邻井压力、井口、砂量）  .xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第2段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第3段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本；参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第4段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本；参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第5段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第6段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第7段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第8段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\2井压裂期间邻井压力检测_2井第9段 压裂质量数量监控表（邻井压力、井口、砂量） .xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(1)井_1#流程_分钟数据4月11日0点至4月21日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(1)井_1#流程_分钟数据4月21日0点至4月30日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(1)井_1#流程_分钟数据4月30日0点至5月19日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(1)井_1#流程_分钟数据5月19日0点至5月31日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(1)井_1#流程_分钟数据5月31日0点至6月19日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(1)井_1#流程_分钟数据6月19日0点至7月05日14：53.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(2)井_2#流程_分钟数据4月11日0点至4月30日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(2)井_2#流程_分钟数据4月30日0点至5月19日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(2)井_2#流程_分钟数据5月19日0点至5月31日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(2)井_2#流程_分钟数据5月31日0点至6月19日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(2)井_2#流程_分钟数据6月19日0点至7月05日14：53.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(3)井_3#流程_分钟数据4月11日0点至4月30日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(3)井_3#流程_分钟数据4月30日0点至5月19日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(3)井_3#流程_分钟数据5月19日0点至5月31日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(3)井_3#流程_分钟数据5月31日0点至6月19日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(3)井_3#流程_分钟数据6月19日0点至7月05日14：53.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(4)井_4#流程_分钟数据4月11日0点至4月30日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(4)井_4#流程_分钟数据4月30日0点至5月19日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(4)井_4#流程_分钟数据5月19日0点至5月31日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(4)井_4#流程_分钟数据5月31日0点至6月19日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(4)井_4#流程_分钟数据6月19日0点至7月05日14：53.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(5)井_5#流程_分钟数据4月11日0点至4月30日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(5)井_5#流程_分钟数据4月30日0点至5月19日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(5)井_5#流程_分钟数据5月19日0点至5月31日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(5)井_5#流程_分钟数据5月31日0点至6月19日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(5)井_5#流程_分钟数据6月19日0点至7月05日14：53.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(6)井_6#流程_分钟数据4月11日0点至4月30日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(6)井_6#流程_分钟数据4月30日0点至5月19日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(6)井_6#流程_分钟数据5月19日0点至5月31日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(6)井_6#流程_分钟数据5月31日0点至6月19日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(6)井_6#流程_分钟数据6月19日0点至7月05日14：53.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(7)井_7#流程_分钟数据4月11日0点至4月30日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(7)井_7#流程_分钟数据4月30日0点至5月19日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(7)井_7#流程_分钟数据5月19日0点至5月31日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(7)井_7#流程_分钟数据5月31日0点至6月19日0点.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(7)井_7#流程_分钟数据6月19日0点至7月05日14：53.csv,4,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第10段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第11段 压裂质量数量监控表（邻井压力、井口、砂量） .xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第12段 压裂质量数量监控表（邻井压力、井口、砂量） .xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第13段 压裂质量数量监控表（邻井压力、井口、砂量） .xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第14段 压裂质量数量监控表（邻井压力、井口、砂量） .xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第15段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第16段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第17段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第18段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,4,已用于形态聚类或重复合并,4,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第19段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,4,已用于形态聚类或重复合并,4,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第1段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第20段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,4,已用于形态聚类或重复合并,4,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第21段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,4,已用于形态聚类或重复合并,4,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第22段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,4,已用于形态聚类或重复合并,4,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第2段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第3段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第4段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第5段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第6段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第7段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第8段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第9段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台134井套压分点数据.xls,3,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台134井套压秒点数据.xls,3,未形成聚类样本,0,无法形成完整形态样本: 连续记录超过18小时且无法可靠切分事件
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井、3井（5.7上午）压力分点数据.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井、3井（5.7上午）压力秒点数据.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井、3井（5.7下午）压力分点数据.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井、3井（5.7下午）压力秒点数据.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井、3井（5.8）压力分点数据.xls,2,已用于形态聚类或重复合并,2,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井、3井（5.8）压力秒点数据.xls,2,已用于形态聚类或重复合并,2,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井压力分点数据（4.13-4.29）.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井压力秒点数据（4.13-4.20）.xls,0,未形成聚类样本,0,非时序统计/施工表、空表、无法解析或时间压力配对尚不可靠，详见逐工作表审计
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井压力秒点数据（4.20-4.29）.xls,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井第11压裂施工曲线图秒点5.29.xlsx,2,未形成聚类样本,0,施工井自身压力: 源井与监测井相同
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井第11段压裂期间邻井分点数据5.29.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井第11段压裂期间邻井秒点数据5.29.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井第九段压裂期间邻井分点数据5.26.xlsx,4,已用于形态聚类或重复合并,3,施工井自身压力: 源井与监测井相同；重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井第九段压裂期间邻井秒点数据5.26.xlsx,4,已用于形态聚类或重复合并,3,施工井自身压力: 源井与监测井相同；参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井第八段压裂期间邻井分点数据5.24.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井第八段压裂期间邻井秒点数据5.24.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井第十段压裂期间邻井分点数据5.28.xlsx,3,已用于形态聚类或重复合并,3,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\阳101H35平台1井第十段压裂期间邻井秒点数据5.28.xlsx,3,已用于形态聚类或重复合并,3,参与形态聚类候选: same_stage_clock
