sample_id,computed_pump_relative_delay_min,date_and_baseline_supported_delay,caution
d83c52602bbdf5,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d872f005e7175f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d87a8b084ec2b7,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d87fdb8c9140b8,3.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d88c3355087d1a,72.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d8a56c75c7f4f8,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d8a6e082b90473,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d8cb9ac0ce5a07,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d8e3799391e549,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d8fa52c052171e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d934cf88acda8a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d9370c0b9e5299,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d93fe865f551f2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d9406665a84451,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d9543279c70508,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d9671672afef94,3.35,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d9928df4193b0c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d9b5972b006d4f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d9cc21b285e59c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
d9deae29405110,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
da068981066e54,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
da107fd2500d9f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
da1bd350be386c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
da2d50f994c791,11.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
da36eb17c79b5e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
da3c7d3f21f229,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
da6086e85ef837,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
da6c50474b67a6,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
da7d0a6f4903d1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
da7ee75ec9ef41,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
da8bf26b24fa80,156.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
da8e5542cd5281,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
daa775c8664d15,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dabdcb0a7b8ad2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dabf8449ab1672,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
daf867dfe2c41e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dafcc82abdaa6c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
db0a8351f2a5dd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
db0c7b370ec9d1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
db1d1ec4729c87,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
db27428e32e040,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
db2dc1e352de11,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
db48618c039b76,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
db4c6aded1389c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
db7bde6a1a3c61,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
db862b28189226,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
db8741a231ec9e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
db934240258cca,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dba5933f6c9056,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dba5a5fec61081,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dbbc97c020dcdb,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dbfc429014544d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dc3499d33e412d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dc6e82464335da,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dc832e2ca0b460,3.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dc90407098f9c2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dcab0e0a3e8c84,1.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dcb4d7b262c1e9,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dcdfbdec2be7f3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dce1fd6653cbc9,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dcf2fcd3ff0358,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dcf4c36e3efe35,8.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dd028114141c0b,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dd117deb1e679f,53.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dd5b6029f5a2ae,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dd7e9678420c44,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dd834834985e8f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dd8aa90d02b8de,12.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ddbcefdf188257,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ddf3d522ff9153,1.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
de1343cb8b097c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
de18ace76096a4,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
de53432565df35,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
de59b36d358373,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
de68023660c755,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
de6b4259437633,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
de8f4125663c62,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
de94c44da38c29,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
deb2172603c15a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dec9db98e40123,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
deca62c28deed8,101.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dee49b0f887591,64.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
deea7a8dfb4e3f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
df1e28037a1368,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
df4b173223a1e3,8.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
df4c7dec761340,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
df4fb418fdbac7,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
df53a1026cb9a4,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
df9cb69254d33f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dfc1c4920aacea,3.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dfc20ae5cdcce1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dfc2c2954a0f59,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
dff2dd8995fd65,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e00488e3d5dd07,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e0103798e26da6,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e014a83c274fdf,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e0262811c44fc3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e02e8cde295c52,16.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e0338280e80f0c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e051022ee83a8f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e063c4e5df4359,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e07998355bde7b,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e07e23a3b5fda9,11.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e08ac40854363e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e097a32107c2c4,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e09af8bf480178,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e0c47e71a977a8,14.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e0c55c9a421274,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e0ce74184a90df,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e0d2077ac3f06d,30.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e0ec48ff5c308e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e0fac697f3960a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e1007f953320b9,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e1216adc3b101b,113.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e121a6a72610cf,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e13f6c8b8bfe3c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e15b5bdcd0d80a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e1678c4cbe4b7d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e16d8e2f22e191,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e174b903c658b3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e17f8ad8345b73,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e1926f4c58fbe9,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e193d504e9e6d1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e19843043833c3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e198987e6732cd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e1a0def468f4dd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e1f93ca2b94a6d,15.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e202485d4b57af,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e20262951cfa1d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e211c1a9417188,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e21ae7fd4c19d1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e233dcb75df5f8,4.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e24180619d6f9e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e2436d50ce7457,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e24a10f33cad45,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e25773a930fd7e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e279c275ab2589,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e2c4aede486031,26.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e2d5d80b18d0f1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e2de8369f1492d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e2ec2b36e3d4de,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e2f6c83c7d69fa,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e301dde0d98096,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e31626dabb24cc,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e31a4d18de551c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e32236c573352b,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e32d6c3e6f8320,14.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e3301b38d706e1,57.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e34b2d17237858,26.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e35066f278bee8,16.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e364739cd2fd79,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e397889defeb39,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e3a322637cb307,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e3bb977233d291,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e3de786591bec0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e3e6d42c08b3f3,65.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e416b8238213dc,29.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e4184ac0135203,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e4224a083fb6b2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e44bee5e36a7a2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e45bfa28e09f60,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e46777ebfeefd9,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e4c31e42a4cf4e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e50baa8113e83c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e50e740a1b9890,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e528f059099a5f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e542e176a8946e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e548676e1b66a5,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e54a16a26fd30c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e58077d9379656,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e5b1b5eaf2efea,86.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e5c4992b491132,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e5e1bc42fb7f6e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e5f9fb24220223,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e60133e8aa6ecd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e63011ccd07851,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e6325ae05824cd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e663b740be638f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e66d6ab12f5335,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e676c28bdce962,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e67aec16e188ae,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e7036b8462e81f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e718e0650b14c1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e7275235201579,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e73515f8bd3490,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e7519af7855373,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e75ab818844bac,13.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e7774a9a7b4121,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e77e5d48197ea1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e787d11a44ec38,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e7a57352ff31bf,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e7a6c489857646,117.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e7ce07462c818c,72.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e7d763fcba7d48,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e7e7370b93437b,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e7ebf0a59aaf0b,65.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e7fb723bbab626,63.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e7ffa7e346492d,21.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e8065975064c1e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e81b4d93b50a70,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e821725f201d4a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e8420024e4f097,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e85af12f0cdee3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e85fb3d19543ef,0.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e87f608cb24ce5,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e88284fd2130c6,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e891344704b774,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e899fd8031aefa,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e8a80c801035f7,20.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e8c7c0d80b4840,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e8dfe5ec3d2532,52.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e903bea8adc8ed,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e90648dfabd454,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e91577d190b0b6,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e92d5394de6e43,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e95477e4fa7aaa,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e95ffb10be0af2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e9750de642f4ac,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e979bada28d824,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e997092657107b,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e9b262ae78f408,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e9e203f1f5d1f9,14.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e9eead629dfa17,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
e9f40775c911dc,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ea2941495934be,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ea4a03b0e11cfd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ea4f6ba2c421aa,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ea57d21f91379e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eac641673b3757,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eac7e53c39fed0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ead66c8db4ffb5,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eae5e5f6345dcb,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eaeaf166a173f8,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eb0f704fe5b8c4,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eb10e1f3d0f3f4,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eb35ad148b1cbc,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eb423716633442,5.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eb5316eeed6167,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eb57305884c26c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eb666d28d5d459,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eb9fe709c73857,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ebb3abd8cec58f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ebb6aba83279ca,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ebc43cef152b69,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ebdebf955d44dc,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ebfa5d91a9a844,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ec0f0f220462ad,54.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ec109f2daf627e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ec1699b7e0dc2d,8.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ec1c16d622675e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ec5a29ba44c39b,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eca257b63b5aeb,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ecb00615dfa05a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ecb32162ad57a1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ecbbacbd773661,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ecc4a386be407e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ecc7cd1b303b7a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eccb5b1030e9c7,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ecd27c3cce9323,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ecf22eb615c33d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ed33c4d539f456,40.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ed60335907066c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ed6d8d65e5b9b2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ed84ee6f871d52,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eda6e6e41acf2a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
edad87182fdb48,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
edb53f41eb7a46,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
edb745d0071826,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
edce297d7c4376,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
edd52ebc02d9a0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
edea0f781fce26,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ee0436bc620ada,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ee1659aa064cfe,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ee26827952519e,62.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ee38a852f5c113,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ee3b2ddb9cc9bd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ee4cf475bf8beb,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ee6d67da82b625,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ee7f5a3926413d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ee7ff5ba9dfad7,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ee962657ea853d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eea6a98770e757,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eec159d3ab33fb,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eed3c0dd3a2b6c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eedaf153684a9f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eede434a3d949c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
eef4b6adda0551,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ef10e5b4247a1e,89.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ef1e851dadb317,2.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ef2dd2dc00fc2e,8.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ef5668972bbcb8,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ef6c1fe273173a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
ef9603bcf9a1e2,23.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
efa4c7130d0812,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
efc16ba1c04311,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
efc248ca46e0c3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
f010eeb76e772f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
f03762b6e9ac79,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
f0438db9565082,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
f04cc414d5f606,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
f06baa284d3ec3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
f0a2723c14a49e,10.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
f0bbda337805bd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
f0cbfaae85aedb,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
